concept	facet	property	facet_property	cluster_label
sailing	location	river	location: river	165
heavyweight dinghy	location	river	location: river	165
dinghy	location	river	location: river	165
keelboat	location	river	location: river	165
windsurfer	location	river	location: river	165
aquatics	domain	river	domain: river	165
sailing	water type	river	water type: river	165
aquatics	habitat	river	habitat: river	165
skiff	location	river	location: river	165
sailing	environment	river	environment: river	165
windsurfer	environment	river	environment: river	165
aquatics	features	currents	features: currents	165
aquatics	location	river	location: river	165
giant slalom	course features	snow	course features: snow	166
winter sport	weather	snow	weather: snow	166
downhill	weather	snow	weather: snow	166
snowboard	used in	snow	used in: snow	166
cross country skiing	season	snow conditions	season: snow conditions	166
olympic sport	venue	snow	venue: snow	166
cross country skiing	weather conditions	snow	weather conditions: snow	166
winter sport	weather conditions	snow	weather conditions: snow	166
hockey	type	ice	type: ice	166
olympic sport	type	winter	type: winter	166
downhill	weather	snowy	weather: snowy	166
downhill	environment	snow	environment: snow	166
cross country skiing	environment	snow	environment: snow	166
hockey	season	winter	season: winter	166
biathlon	season	winter	season: winter	166
indoor volleyball	season	winter	season: winter	166
winter sport	weather	ice	weather: ice	166
bobsleigh	track	snow	track: snow	166
moguls	features	powder snow	features: powder snow	166
hockey	types	ice	types: ice	166
olympic sport	field	ice	field: ice	166
bobsleigh	track	ice	track: ice	166
luge	track	ice	track: ice	166
speed skating	track	ice	track: ice	166
winter games	season	winter	season: winter	166
skiing	season	snowy weather	season: snowy weather	166
winter sport	type	ice	type: ice	166
skating	type	ice	type: ice	166
skiing	weather conditions	ice	weather conditions: ice	166
winter sport	weather conditions	ice	weather conditions: ice	166
skating	surface	ice	surface: ice	166
skating	surface	snow	surface: snow	166
winter sport	season	winter	season: winter	166
skiing	terrain	snow	terrain: snow	166
winter games	type	winter	type: winter	166
cross country skiing	season	winter	season: winter	166
winter sport	type	snow	type: snow	166
snowboard	location	snow	location: snow	166
hockey	type	winter	type: winter	166
moguls	found in	winter landscapes	found in: winter landscapes	166
skiing	season	winter	season: winter	166
skiing	weather	snow	weather: snow	166
winter sport	seasonality	winter	seasonality: winter	166
winter sport	weather condition	snow	weather condition: snow	166
skiing	weather conditions	snow	weather conditions: snow	166
cross country skiing	location	forest	location: forest	167
trap	location	forest	location: forest	167
downhill	environment	nature	environment: nature	167
cross country skiing	terrain	forest	terrain: forest	167
downhill	environment	wildlife	environment: wildlife	167
butterfly	habitat	garden	habitat: garden	167
butterfly	habitat	forest	habitat: forest	167
trap	location	tree	location: tree	167
winter sport	environment	winter forest	environment: winter forest	167
cross country skiing	terrain	forests	terrain: forests	167
downhill	environment	forest	environment: forest	167
cross country skiing	environment	forest	environment: forest	167
aquatics	type	freshwater	type: freshwater	168
skiff	environment	water	environment: water	168
heavyweight dinghy	location	water	location: water	168
keelboat	location	water	location: water	168
aquatics	definition	relating to water	definition: relating to water	168
aquatics	domain	water	domain: water	168
aquatics	habitat	freshwater	habitat: freshwater	168
diving	environment	freshwater	environment: freshwater	168
aquatics	characteristics	freshwater	characteristics: freshwater	168
aquatics	definition	water	definition: water	168
platform	location	water	location: water	168
trap	location	water	location: water	168
olympic sport	field	water	field: water	168
skiff	water usage	freshwater	water usage: freshwater	168
heavyweight dinghy	environment	water	environment: water	168
triathlon	venue	water	venue: water	168
skating	surface	water	surface: water	168
aquatics	category	water	category: water	168
aquatics	features	estuaries	features: estuaries	168
equestrian	equine	pony	equine: pony	169
race	type	horse	type: horse	169
race	equipment	horse	equipment: horse	169
modern pentathlon	equipment	horse	equipment: horse	169
equestrian	animal	pony	animal: pony	169
equestrian	equine	horse	equine: horse	169
equestrian	animal	horse	animal: horse	169
equestrian	breed	quarter horse	breed: quarter horse	169
pommel horse	equipment	horse	equipment: horse	169
modern pentathlon	components	equestrian	components: equestrian	169
race	type	horseback	type: horseback	169
equestrian	equine	donkey	equine: donkey	169
pommel horse	type	horse-shaped	type: horse-shaped	169
equestrian	equipment	horse	equipment: horse	169
equestrian	breed	thoroughbred	breed: thoroughbred	169
pommel horse	shape	horse-like	shape: horse-like	169
equestrian	breed	arabian	breed: arabian	169
pommel horse	shape	horse-shaped	shape: horse-shaped	169
cycling track	equipment	gloves	equipment: gloves	170
skiing	equipment	gloves	equipment: gloves	170
fencing	equipment	gloves	equipment: gloves	170
cycling	equipment	gloves	equipment: gloves	170
luge	equipment	gloves	equipment: gloves	170
bobsleigh	equipment	gloves	equipment: gloves	170
taekwondo	equipment	gloves	equipment: gloves	170
figure skating	equipment	pads	equipment: pads	170
speed skating	equipment	pads	equipment: pads	170
speed skating	equipment	gloves	equipment: gloves	170
wrestling	equipment	gloves	equipment: gloves	170
winter sport	equipment	gloves	equipment: gloves	170
cycling track	equipment	padded gloves	equipment: padded gloves	170
figure skating	equipment	gloves	equipment: gloves	170
handball	equipment	gloves	equipment: gloves	170
skating	equipment	pads	equipment: pads	170
hockey	equipment	gloves	equipment: gloves	170
judo	equipment	gloves	equipment: gloves	170
pairs	examples	gloves	examples: gloves	170
pairs	example	gloves	example: gloves	170
cycling	equipment	padded gloves	equipment: padded gloves	170
athlete	equipment	glove	equipment: glove	170
pairs	types	glove and hand	types: glove and hand	170
snowboard	equipment	gloves	equipment: gloves	170
freestyle skiing	equipment	boots	equipment: boots	171
super g	equipment	boots	equipment: boots	171
snowboard cross	equipment	boots	equipment: boots	171
wrestling freestyle	equipment	shoes	equipment: shoes	171
cycling	equipment	shoes	equipment: shoes	171
walk	equipment	shoes	equipment: shoes	171
race	equipment	shoes	equipment: shoes	171
taekwondo	equipment	footwear	equipment: footwear	171
walk	equipment	footwear	equipment: footwear	171
alpine combined	equipment	boots	equipment: boots	171
downhill	equipment	footwear	equipment: footwear	171
women's team	equipment	shoes	equipment: shoes	171
downhill	equipment	shoes	equipment: shoes	171
alpine combined	equipment used	boots	equipment used: boots	171
taekwondo	equipment	shoes	equipment: shoes	171
athletics	equipment	shoes	equipment: shoes	171
tennis	equipment	shoes	equipment: shoes	171
wrestling	equipment	boot	equipment: boot	171
cross country skiing	equipment	boot	equipment: boot	171
equestrian	equipment	riding boots	equipment: riding boots	171
snowboard	equipment	boots	equipment: boots	171
handball	equipment	shoes	equipment: shoes	171
skiing	equipment	boots	equipment: boots	171
giant slalom	equipment	boots	equipment: boots	171
cross country skiing	equipment	boots	equipment: boots	171
alpine skiing	equipment	boots	equipment: boots	171
ski jumping	equipment	boots	equipment: boots	171
bobsleigh	equipment	helmets	equipment: helmets	172
speed skating	equipment	helmets	equipment: helmets	172
cycling	required equipment	helmet	required equipment: helmet	172
alpine combined	equipment used	helmets	equipment used: helmets	172
luge	equipment	protective gear	equipment: protective gear	172
speed skating	equipment	protective gear	equipment: protective gear	172
walk	equipment	hat	equipment: hat	172
speed skating	equipment	helmet	equipment: helmet	172
taekwondo	equipment	mouthguard	equipment: mouthguard	172
freestyle skiing	equipment	helmet	equipment: helmet	172
snowboard cross	equipment	helmet	equipment: helmet	172
bobsleigh	equipment	safety gear	equipment: safety gear	172
skiing	equipment	goggles	equipment: goggles	172
water polo	equipment	goggles	equipment: goggles	172
synchronized swimming	equipment	goggles	equipment: goggles	172
freestyle skiing	equipment	goggles	equipment: goggles	172
swimmer	equipment	goggles	equipment: goggles	172
backstroke	equipment	goggles	equipment: goggles	172
diving	equipment	mask	equipment: mask	172
bobsleigh	equipment	helmet	equipment: helmet	172
race	equipment	mask	equipment: mask	172
equestrian	equipment	riding helmet	equipment: riding helmet	172
equestrian	equipment	helmet	equipment: helmet	172
snowboard	equipment	helmet	equipment: helmet	172
figure skating	equipment	helmet	equipment: helmet	172
cycling track	equipment	helmet	equipment: helmet	172
