concept	facet	property	facet_property
linear algebra	problems and solutions	orthogonality	problems and solutions: orthogonality
linear algebra	problems and solutions	system of linear equations	problems and solutions: system of linear equations
linear algebra	problems and solutions	linear least squares	problems and solutions: linear least squares
trigonometry	problems solved	optics problems	problems solved: optics problems
trigonometry	problems solved	wave problems	problems solved: wave problems
trigonometry	problems solved	triangle problems	problems solved: triangle problems
applied mathematics	problems solved	optimization	problems solved: optimization
applied mathematics	problems solved	dynamics	problems solved: dynamics
numerical analysis	problems solved	partial differential equations	problems solved: partial differential equations
numerical analysis	problems solved	ordinary differential equations	problems solved: ordinary differential equations
numerical analysis	problems solved	integral equations	problems solved: integral equations
applied mathematics	problems solved	signal processing	problems solved: signal processing
podiatry	procedure	examination	procedure: examination
endodontics	procedure	root canal	procedure: root canal
exodontics	procedure	tooth extraction	procedure: tooth extraction
exodontics	procedure	complex extraction	procedure: complex extraction
exodontics	procedure	simple extraction	procedure: simple extraction
exodontics	procedure	surgical extraction	procedure: surgical extraction
prosthodontics	procedure	crowns	procedure: crowns
prosthodontics	procedure	bridges	procedure: bridges
proctology	procedure	colonoscopy	procedure: colonoscopy
podiatry	procedure	surgery	procedure: surgery
endodontics	procedure	filling	procedure: filling
endodontics	procedure	anesthetic	procedure: anesthetic
proctology	procedure	rectal examination	procedure: rectal examination
podiatry	procedure	massage	procedure: massage
exodontics	procedure	removal	procedure: removal
exodontics	procedure	surgical	procedure: surgical
prosthodontics	procedure	dental implants	procedure: dental implants
exodontics	procedure	removal of impacted tooth	procedure: removal of impacted tooth
endodontics	procedure	complex	procedure: complex
proctology	procedure	sigmoidoscopy	procedure: sigmoidoscopy
endodontics	procedure	removal of infected tissue	procedure: removal of infected tissue
exodontics	procedure	removal of teeth	procedure: removal of teeth
dentistry	procedure	filling	procedure: filling
endodontics	procedure	filling canal	procedure: filling canal
endodontics	procedure	removing infected tissue	procedure: removing infected tissue
endodontics	procedure	accessing pulp	procedure: accessing pulp
endodontics	procedure	root canal treatment	procedure: root canal treatment
exodontics	procedure	extraction	procedure: extraction
endodontics	procedure	removal of infected pulp	procedure: removal of infected pulp
endodontics	procedure	removing infected pulp	procedure: removing infected pulp
endodontics	procedure	removal of pulp	procedure: removal of pulp
dentistry	procedure	root canal	procedure: root canal
endodontics	procedure	minimally invasive	procedure: minimally invasive
dentistry	procedure	crown	procedure: crown
dentistry	procedure	extraction	procedure: extraction
orthopedics	procedures	surgery	procedures: surgery
thoracic medicine	procedures	pleurodesis	procedures: pleurodesis
