beyond	limitless, endless, everlasting, indefinite, boundless, unlimited, unrestricted, eternal, infinite	
bias	can have legal implications, can be a source of conflict	unconscious attitudes or beliefs, impacts decision-making and behavior, can be based on race, gender, or other factors, can lead to discrimination or inequality, can be unintentional or intentional, affects individuals and groups, can be overcome through self-awareness and education, can be addressed through policies and practices
bicycle	two wheels, maneuverable, environmentally friendly	handles for steering, frame for carrying rider, pedals for propulsion, chain for power transmission, seat for comfort, brakes for slowing down
bicycle kick	can be used for recreation, can be used for self-defense, can be used for transportation	type of kick, uses legs, requires balance, can be used in football, can be used in cycling, can be used in martial arts, can be used for fitness
bicycle path	separate from traffic, paved, accessible to public	safe for riders, designed for cycling, signage and lighting provided, well-maintained, encourages cycling, promotes physical activity
bid	auction, proposal, tender, offer, winning, winner, price, competition	outbid
big	gigantic, mammoth, enormous, immense, colossal, huge, massive, large	tremendous
big bang	singularity, cosmic microwave background radiation, dark energy, dark matter, expansion, inflation	cosmic egg, heat death, primordial nucleosynthesis
big beat	upbeat, catchy, infectious, uplifting, loud, energetic, memorable, positive, fun	danceable
big boy	adventurous and curious	strong and brave, loves to play rough, enjoys eating big portions, happy with simple things, loves to explore new places, kind and gentle with friends, has a big heart, full of energy and enthusiasm, loves to make new friends
big brother	watchfulness, surveillance, monitoring, trust, loyalty, authority, protection, security	brotherly love
big business	scale of operations, market dominance, regulatory compliance, global reach	high revenue, diversified products, long-term growth, large workforce, influence on economy
big deal	significant impact, public attention	important event or situation, cause for celebration, notable occurrence, major achievement, high-profile affair, historic moment, notable success
big house	spacious	多室, 宽敞, 高耸, 豪华, 具有客厅, 具有厨房, 具有卧室, 具有厕所
big shot	admired, recognized, successful, charismatic, ambitious, important, confident, leader, influential	
